TrainNo,TrainName,TrainNumber,trainName,
,,'57478',GTL TPTY PASS  ,
,,'57515',DAUND NANDED PA,
,,'57516',NED DD PASNGR  ,
,,'57549',AURANGABAD PSGR,
,,'57550',HYDERABAD PASS ,
,,'57563',HYB PBN PAS    ,
,,'57564',NED HYB PAS    ,
,,'57619',RAL SC FASTPASS,
,,'57620',KCG RAL FASTPAS,
,,'57625',KAKATIYA  F  PA,
,,'57626',KAKATHIYA  F PS,
,,'57651',SC RAL PASSENGE,
,,'57652',RAL SC PASSENGE,
,,'58011',HWH CKP PAS    ,
,,'58012',CKP HWH PAS    ,
,,'58013',HWH BKSC PASS  ,
,,'58014',BKSC HWH  PAS  ,
,,'58111',TATA ITR PASS  ,
,,'58112',ITR TATA PASSGN,
,,'58113',TATA BSP PASS  ,
,,'58114',BSP TATA PASS  ,
,,'58219',BSP CHRM PASS  ,
,,'58220',CHRM BSP PASS  ,
,,'58221',CHRM CHD PGR   ,
,,'58222',CHD CHRM PGR   ,
,,'58229',BSP REWA FST PG,
,,'58230',REWA BSP F PASS,
,,'58501',VSKP  KRDL  PAS,
,,'58502',KRDL  VSKP  PAS,
,,'58529',DURG VSKP PGR  ,
,,'58530',VSKP DURG PAS  ,
,,'58701',SDL ABKP PASS  ,
,,'58702',ABKP SDL PASS  ,
,,'58832',CWA RMO NGP PAS,
,,'58835',NGP RMO CWA PAS,
,,'58837',NGP RMO CWA PAS,
,,'58838',CWA RMO NGP PAS,
,,'58839',NGP NIR JBP PAS,
,,'58840',JBP NIR NGP PAS,
,,'58865',BTC JBP PASS   ,
,,'58867',BTC JBP PASS   ,
,,'58868',JBP BTC PASS   ,
,,'58870',JBP BTC PASS   ,
,,'58871',BTC JBP PASS   ,
,,'59013',BHUSAVAL PASS  ,
,,'59014',SURAT PASSENGER,
,,'59025',ST AMRAVATI PAS,
,,'59026',SURAT FAST PASS,
,,'59075',BHUSAVAL PASS  ,
,,'59076',BSL ST BCT PASS,
,,'59077',BHUSAVAL PASS  ,
,,'59078',SURAT PASSENGER,
,,'59207',BVC OKHA PASS  ,
,,'59208',BHAVNAGAR PASS ,
,,'59230',BVC ST LINK EXP,
,,'59272',BVC DEE LINK EX,
,,'59307',INDB AII LINK E,
,,'59320',BPL RTM PASS   ,
,,'59385',PANCHVALLEY PAS,
,,'59386',PANCHVALLEY  PA,
,,'59389',BHOPAL PASSENGE,
,,'59390',BPL INDB PASS  ,
,,'59393',DHD HBJ FAST PA,
,,'59394',HBJ DHD FAST PA,
,,'59439',AHMADABAD PASS ,
,,'59440',AHMADABAD PASS ,
,,'59441',AHMEDABAD PASS ,
,,'59442',AHMEDABAD PASS ,
,,'59460',VRL BCT PASS EX,
,,'59547',OKHA PASSENGER ,
,,'59548',OKHA ADI PASS  ,
,,'59801',KOTA JAIPUR PAS,
,,'59802',JP RTM FASTPASS,
,,'59811',HALDIGHATI PASS,
,,'59812',HALDIGHATI PASS,
,,'59821',KOTA BIX PASS  ,
,,'59822',BIX KOTA PASS  ,
,,'72451',RAIL MOTOR     ,
,,'72452',RAIL MOTOR     ,
,,'74639',BAHL  SINA     ,
,,'74640',SINA   BAHL    ,
,,'83131',GRD DNR LINK   ,
,,'83132',DNR GRD LINK EX,
,,'84369',TRIBENI EXPRESS,
